settlement_date,settlement_period,fuel_type,generation_mw,start_time,publish_time,gas_day,ingested_at,updated_at
2026-07-07,4,OTHER,277,2026-07-07T00:30:00Z,2026-07-07T01:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,4,PS,132,2026-07-07T00:30:00Z,2026-07-07T01:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,4,WIND,8001,2026-07-07T00:30:00Z,2026-07-07T01:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,3,BIOMASS,2027,2026-07-07T00:00:00Z,2026-07-07T00:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,3,CCGT,4764,2026-07-07T00:00:00Z,2026-07-07T00:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,3,COAL,0,2026-07-07T00:00:00Z,2026-07-07T00:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,3,INTELEC,856,2026-07-07T00:00:00Z,2026-07-07T00:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,3,INTEW,-532,2026-07-07T00:00:00Z,2026-07-07T00:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,3,INTFR,1846,2026-07-07T00:00:00Z,2026-07-07T00:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,3,INTGRNL,0,2026-07-07T00:00:00Z,2026-07-07T00:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,3,INTIFA2,882,2026-07-07T00:00:00Z,2026-07-07T00:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,3,INTIRL,-102,2026-07-07T00:00:00Z,2026-07-07T00:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,3,INTNED,-746,2026-07-07T00:00:00Z,2026-07-07T00:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,3,INTNEM,-762,2026-07-07T00:00:00Z,2026-07-07T00:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,3,INTNSL,1312,2026-07-07T00:00:00Z,2026-07-07T00:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,3,INTVKL,1402,2026-07-07T00:00:00Z,2026-07-07T00:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,3,NPSHYD,328,2026-07-07T00:00:00Z,2026-07-07T00:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,3,NUCLEAR,3002,2026-07-07T00:00:00Z,2026-07-07T00:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,3,OCGT,0,2026-07-07T00:00:00Z,2026-07-07T00:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,3,OIL,0,2026-07-07T00:00:00Z,2026-07-07T00:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,3,OTHER,254,2026-07-07T00:00:00Z,2026-07-07T00:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,3,PS,130,2026-07-07T00:00:00Z,2026-07-07T00:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,3,WIND,7952,2026-07-07T00:00:00Z,2026-07-07T00:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,2,BIOMASS,2028,2026-07-06T23:30:00Z,2026-07-07T00:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,2,CCGT,5336,2026-07-06T23:30:00Z,2026-07-07T00:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,2,COAL,0,2026-07-06T23:30:00Z,2026-07-07T00:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,2,INTELEC,728,2026-07-06T23:30:00Z,2026-07-07T00:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,2,INTEW,-522,2026-07-06T23:30:00Z,2026-07-07T00:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,2,INTFR,1642,2026-07-06T23:30:00Z,2026-07-07T00:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,2,INTGRNL,0,2026-07-06T23:30:00Z,2026-07-07T00:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,2,INTIFA2,684,2026-07-06T23:30:00Z,2026-07-07T00:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,2,INTIRL,-102,2026-07-06T23:30:00Z,2026-07-07T00:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,2,INTNED,-442,2026-07-06T23:30:00Z,2026-07-07T00:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,2,INTNEM,-532,2026-07-06T23:30:00Z,2026-07-07T00:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,2,INTNSL,1390,2026-07-06T23:30:00Z,2026-07-07T00:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,2,INTVKL,1278,2026-07-06T23:30:00Z,2026-07-07T00:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,2,NPSHYD,328,2026-07-06T23:30:00Z,2026-07-07T00:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,2,NUCLEAR,2996,2026-07-06T23:30:00Z,2026-07-07T00:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,2,OCGT,0,2026-07-06T23:30:00Z,2026-07-07T00:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,2,OIL,0,2026-07-06T23:30:00Z,2026-07-07T00:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,2,OTHER,367,2026-07-06T23:30:00Z,2026-07-07T00:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,2,PS,130,2026-07-06T23:30:00Z,2026-07-07T00:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,2,WIND,8256,2026-07-06T23:30:00Z,2026-07-07T00:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,1,BIOMASS,2013,2026-07-06T23:00:00Z,2026-07-06T23:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,1,CCGT,5857,2026-07-06T23:00:00Z,2026-07-06T23:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,1,COAL,0,2026-07-06T23:00:00Z,2026-07-06T23:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,1,INTELEC,714,2026-07-06T23:00:00Z,2026-07-06T23:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,1,INTEW,-532,2026-07-06T23:00:00Z,2026-07-06T23:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,1,INTFR,1632,2026-07-06T23:00:00Z,2026-07-06T23:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,1,INTGRNL,0,2026-07-06T23:00:00Z,2026-07-06T23:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,1,INTIFA2,664,2026-07-06T23:00:00Z,2026-07-06T23:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,1,INTIRL,-110,2026-07-06T23:00:00Z,2026-07-06T23:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,1,INTNED,-440,2026-07-06T23:00:00Z,2026-07-06T23:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,1,INTNEM,-534,2026-07-06T23:00:00Z,2026-07-06T23:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,1,INTNSL,1398,2026-07-06T23:00:00Z,2026-07-06T23:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,1,INTVKL,1280,2026-07-06T23:00:00Z,2026-07-06T23:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,1,NPSHYD,330,2026-07-06T23:00:00Z,2026-07-06T23:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,1,NUCLEAR,2997,2026-07-06T23:00:00Z,2026-07-06T23:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,1,OCGT,0,2026-07-06T23:00:00Z,2026-07-06T23:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,1,OIL,0,2026-07-06T23:00:00Z,2026-07-06T23:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,1,OTHER,381,2026-07-06T23:00:00Z,2026-07-06T23:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,1,PS,128,2026-07-06T23:00:00Z,2026-07-06T23:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-07,1,WIND,8161,2026-07-06T23:00:00Z,2026-07-06T23:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,48,BIOMASS,2014,2026-07-06T22:30:00Z,2026-07-06T23:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,48,CCGT,6665,2026-07-06T22:30:00Z,2026-07-06T23:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,48,COAL,0,2026-07-06T22:30:00Z,2026-07-06T23:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,48,INTELEC,552,2026-07-06T22:30:00Z,2026-07-06T23:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,48,INTEW,-532,2026-07-06T22:30:00Z,2026-07-06T23:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,48,INTFR,1478,2026-07-06T22:30:00Z,2026-07-06T23:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,48,INTGRNL,0,2026-07-06T22:30:00Z,2026-07-06T23:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,48,INTIFA2,446,2026-07-06T22:30:00Z,2026-07-06T23:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,48,INTIRL,-228,2026-07-06T22:30:00Z,2026-07-06T23:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,48,INTNED,-600,2026-07-06T22:30:00Z,2026-07-06T23:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,48,INTNEM,-850,2026-07-06T22:30:00Z,2026-07-06T23:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,48,INTNSL,1398,2026-07-06T22:30:00Z,2026-07-06T23:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,48,INTVKL,1422,2026-07-06T22:30:00Z,2026-07-06T23:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,48,NPSHYD,346,2026-07-06T22:30:00Z,2026-07-06T23:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,48,NUCLEAR,3002,2026-07-06T22:30:00Z,2026-07-06T23:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,48,OCGT,0,2026-07-06T22:30:00Z,2026-07-06T23:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,48,OIL,0,2026-07-06T22:30:00Z,2026-07-06T23:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,48,OTHER,378,2026-07-06T22:30:00Z,2026-07-06T23:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,48,PS,188,2026-07-06T22:30:00Z,2026-07-06T23:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,48,WIND,7963,2026-07-06T22:30:00Z,2026-07-06T23:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,47,BIOMASS,2028,2026-07-06T22:00:00Z,2026-07-06T22:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,47,CCGT,7108,2026-07-06T22:00:00Z,2026-07-06T22:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,47,COAL,0,2026-07-06T22:00:00Z,2026-07-06T22:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,47,INTELEC,550,2026-07-06T22:00:00Z,2026-07-06T22:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,47,INTEW,-532,2026-07-06T22:00:00Z,2026-07-06T22:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,47,INTFR,1470,2026-07-06T22:00:00Z,2026-07-06T22:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,47,INTGRNL,0,2026-07-06T22:00:00Z,2026-07-06T22:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,47,INTIFA2,436,2026-07-06T22:00:00Z,2026-07-06T22:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,47,INTIRL,-380,2026-07-06T22:00:00Z,2026-07-06T22:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,47,INTNED,-538,2026-07-06T22:00:00Z,2026-07-06T22:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,47,INTNEM,-852,2026-07-06T22:00:00Z,2026-07-06T22:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,47,INTNSL,1398,2026-07-06T22:00:00Z,2026-07-06T22:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,47,INTVKL,1426,2026-07-06T22:00:00Z,2026-07-06T22:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,47,NPSHYD,347,2026-07-06T22:00:00Z,2026-07-06T22:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,47,NUCLEAR,3000,2026-07-06T22:00:00Z,2026-07-06T22:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,47,OCGT,0,2026-07-06T22:00:00Z,2026-07-06T22:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,47,OIL,0,2026-07-06T22:00:00Z,2026-07-06T22:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,47,OTHER,446,2026-07-06T22:00:00Z,2026-07-06T22:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,47,PS,426,2026-07-06T22:00:00Z,2026-07-06T22:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,47,WIND,7893,2026-07-06T22:00:00Z,2026-07-06T22:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,46,BIOMASS,2030,2026-07-06T21:30:00Z,2026-07-06T22:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,46,CCGT,7458,2026-07-06T21:30:00Z,2026-07-06T22:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,46,COAL,0,2026-07-06T21:30:00Z,2026-07-06T22:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,46,INTELEC,668,2026-07-06T21:30:00Z,2026-07-06T22:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,46,INTEW,-532,2026-07-06T21:30:00Z,2026-07-06T22:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,46,INTFR,1362,2026-07-06T21:30:00Z,2026-07-06T22:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,46,INTGRNL,0,2026-07-06T21:30:00Z,2026-07-06T22:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,46,INTIFA2,434,2026-07-06T21:30:00Z,2026-07-06T22:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,46,INTIRL,-454,2026-07-06T21:30:00Z,2026-07-06T22:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,46,INTNED,108,2026-07-06T21:30:00Z,2026-07-06T22:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,46,INTNEM,-572,2026-07-06T21:30:00Z,2026-07-06T22:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,46,INTNSL,1398,2026-07-06T21:30:00Z,2026-07-06T22:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,46,INTVKL,1426,2026-07-06T21:30:00Z,2026-07-06T22:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,46,NPSHYD,374,2026-07-06T21:30:00Z,2026-07-06T22:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,46,NUCLEAR,2998,2026-07-06T21:30:00Z,2026-07-06T22:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,46,OCGT,6,2026-07-06T21:30:00Z,2026-07-06T22:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,46,OIL,0,2026-07-06T21:30:00Z,2026-07-06T22:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
