settlement_date,settlement_period,fuel_type,generation_mw,start_time,publish_time,gas_day,ingested_at,updated_at
2026-07-06,19,INTNED,492,2026-07-06T08:00:00Z,2026-07-06T08:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,19,INTNEM,-276,2026-07-06T08:00:00Z,2026-07-06T08:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,19,INTNSL,710,2026-07-06T08:00:00Z,2026-07-06T08:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,19,INTVKL,828,2026-07-06T08:00:00Z,2026-07-06T08:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,19,NPSHYD,325,2026-07-06T08:00:00Z,2026-07-06T08:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,19,NUCLEAR,3001,2026-07-06T08:00:00Z,2026-07-06T08:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,19,OCGT,0,2026-07-06T08:00:00Z,2026-07-06T08:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,19,OIL,0,2026-07-06T08:00:00Z,2026-07-06T08:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,19,OTHER,838,2026-07-06T08:00:00Z,2026-07-06T08:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,19,PS,-296,2026-07-06T08:00:00Z,2026-07-06T08:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,19,WIND,10650,2026-07-06T08:00:00Z,2026-07-06T08:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,18,BIOMASS,1201,2026-07-06T07:30:00Z,2026-07-06T08:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,18,CCGT,2514,2026-07-06T07:30:00Z,2026-07-06T08:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,18,COAL,0,2026-07-06T07:30:00Z,2026-07-06T08:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,18,INTELEC,998,2026-07-06T07:30:00Z,2026-07-06T08:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,18,INTEW,-532,2026-07-06T07:30:00Z,2026-07-06T08:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,18,INTFR,2008,2026-07-06T07:30:00Z,2026-07-06T08:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,18,INTGRNL,0,2026-07-06T07:30:00Z,2026-07-06T08:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,18,INTIFA2,992,2026-07-06T07:30:00Z,2026-07-06T08:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,18,INTIRL,-378,2026-07-06T07:30:00Z,2026-07-06T08:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,18,INTNED,124,2026-07-06T07:30:00Z,2026-07-06T08:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,18,INTNEM,-430,2026-07-06T07:30:00Z,2026-07-06T08:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,18,INTNSL,924,2026-07-06T07:30:00Z,2026-07-06T08:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,18,INTVKL,778,2026-07-06T07:30:00Z,2026-07-06T08:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,18,NPSHYD,352,2026-07-06T07:30:00Z,2026-07-06T08:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,18,NUCLEAR,3001,2026-07-06T07:30:00Z,2026-07-06T08:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,18,OCGT,0,2026-07-06T07:30:00Z,2026-07-06T08:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,18,OIL,0,2026-07-06T07:30:00Z,2026-07-06T08:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,18,OTHER,791,2026-07-06T07:30:00Z,2026-07-06T08:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,18,PS,-294,2026-07-06T07:30:00Z,2026-07-06T08:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,18,WIND,10693,2026-07-06T07:30:00Z,2026-07-06T08:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,17,BIOMASS,1734,2026-07-06T07:00:00Z,2026-07-06T07:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,17,CCGT,2749,2026-07-06T07:00:00Z,2026-07-06T07:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,17,COAL,0,2026-07-06T07:00:00Z,2026-07-06T07:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,17,INTELEC,996,2026-07-06T07:00:00Z,2026-07-06T07:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,17,INTEW,-532,2026-07-06T07:00:00Z,2026-07-06T07:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,17,INTFR,2008,2026-07-06T07:00:00Z,2026-07-06T07:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,17,INTGRNL,0,2026-07-06T07:00:00Z,2026-07-06T07:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,17,INTIFA2,992,2026-07-06T07:00:00Z,2026-07-06T07:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,17,INTIRL,-332,2026-07-06T07:00:00Z,2026-07-06T07:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,17,INTNED,116,2026-07-06T07:00:00Z,2026-07-06T07:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,17,INTNEM,-430,2026-07-06T07:00:00Z,2026-07-06T07:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,17,INTNSL,960,2026-07-06T07:00:00Z,2026-07-06T07:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,17,INTVKL,744,2026-07-06T07:00:00Z,2026-07-06T07:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,17,NPSHYD,290,2026-07-06T07:00:00Z,2026-07-06T07:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,17,NUCLEAR,3005,2026-07-06T07:00:00Z,2026-07-06T07:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,17,OCGT,0,2026-07-06T07:00:00Z,2026-07-06T07:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,17,OIL,0,2026-07-06T07:00:00Z,2026-07-06T07:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,17,OTHER,793,2026-07-06T07:00:00Z,2026-07-06T07:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,17,PS,-430,2026-07-06T07:00:00Z,2026-07-06T07:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,17,WIND,10558,2026-07-06T07:00:00Z,2026-07-06T07:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,16,BIOMASS,2029,2026-07-06T06:30:00Z,2026-07-06T07:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,16,CCGT,2743,2026-07-06T06:30:00Z,2026-07-06T07:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,16,COAL,0,2026-07-06T06:30:00Z,2026-07-06T07:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,16,INTELEC,972,2026-07-06T06:30:00Z,2026-07-06T07:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,16,INTEW,-516,2026-07-06T06:30:00Z,2026-07-06T07:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,16,INTFR,2006,2026-07-06T06:30:00Z,2026-07-06T07:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,16,INTGRNL,0,2026-07-06T06:30:00Z,2026-07-06T07:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,16,INTIFA2,992,2026-07-06T06:30:00Z,2026-07-06T07:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,16,INTIRL,-332,2026-07-06T06:30:00Z,2026-07-06T07:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,16,INTNED,0,2026-07-06T06:30:00Z,2026-07-06T07:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,16,INTNEM,-340,2026-07-06T06:30:00Z,2026-07-06T07:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,16,INTNSL,1106,2026-07-06T06:30:00Z,2026-07-06T07:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,16,INTVKL,32,2026-07-06T06:30:00Z,2026-07-06T07:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,16,NPSHYD,316,2026-07-06T06:30:00Z,2026-07-06T07:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,16,NUCLEAR,3006,2026-07-06T06:30:00Z,2026-07-06T07:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,16,OCGT,0,2026-07-06T06:30:00Z,2026-07-06T07:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,16,OIL,0,2026-07-06T06:30:00Z,2026-07-06T07:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,16,OTHER,1022,2026-07-06T06:30:00Z,2026-07-06T07:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,16,PS,-450,2026-07-06T06:30:00Z,2026-07-06T07:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,16,WIND,10510,2026-07-06T06:30:00Z,2026-07-06T07:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,15,BIOMASS,2030,2026-07-06T06:00:00Z,2026-07-06T06:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,15,CCGT,2962,2026-07-06T06:00:00Z,2026-07-06T06:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,15,COAL,0,2026-07-06T06:00:00Z,2026-07-06T06:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,15,INTELEC,972,2026-07-06T06:00:00Z,2026-07-06T06:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,15,INTEW,-404,2026-07-06T06:00:00Z,2026-07-06T06:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,15,INTFR,2006,2026-07-06T06:00:00Z,2026-07-06T06:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,15,INTGRNL,0,2026-07-06T06:00:00Z,2026-07-06T06:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,15,INTIFA2,986,2026-07-06T06:00:00Z,2026-07-06T06:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,15,INTIRL,-332,2026-07-06T06:00:00Z,2026-07-06T06:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,15,INTNED,0,2026-07-06T06:00:00Z,2026-07-06T06:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,15,INTNEM,-354,2026-07-06T06:00:00Z,2026-07-06T06:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,15,INTNSL,1100,2026-07-06T06:00:00Z,2026-07-06T06:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,15,INTVKL,-20,2026-07-06T06:00:00Z,2026-07-06T06:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,15,NPSHYD,328,2026-07-06T06:00:00Z,2026-07-06T06:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,15,NUCLEAR,3005,2026-07-06T06:00:00Z,2026-07-06T06:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,15,OCGT,0,2026-07-06T06:00:00Z,2026-07-06T06:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,15,OIL,0,2026-07-06T06:00:00Z,2026-07-06T06:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,15,OTHER,502,2026-07-06T06:00:00Z,2026-07-06T06:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,15,PS,-444,2026-07-06T06:00:00Z,2026-07-06T06:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,15,WIND,10220,2026-07-06T06:00:00Z,2026-07-06T06:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,14,BIOMASS,2015,2026-07-06T05:30:00Z,2026-07-06T06:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,14,CCGT,3202,2026-07-06T05:30:00Z,2026-07-06T06:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,14,COAL,0,2026-07-06T05:30:00Z,2026-07-06T06:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,14,INTELEC,972,2026-07-06T05:30:00Z,2026-07-06T06:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,14,INTEW,-412,2026-07-06T05:30:00Z,2026-07-06T06:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,14,INTFR,1980,2026-07-06T05:30:00Z,2026-07-06T06:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,14,INTGRNL,0,2026-07-06T05:30:00Z,2026-07-06T06:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,14,INTIFA2,870,2026-07-06T05:30:00Z,2026-07-06T06:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,14,INTIRL,-332,2026-07-06T05:30:00Z,2026-07-06T06:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,14,INTNED,-766,2026-07-06T05:30:00Z,2026-07-06T06:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,14,INTNEM,-926,2026-07-06T05:30:00Z,2026-07-06T06:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,14,INTNSL,912,2026-07-06T05:30:00Z,2026-07-06T06:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,14,INTVKL,-500,2026-07-06T05:30:00Z,2026-07-06T06:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,14,NPSHYD,311,2026-07-06T05:30:00Z,2026-07-06T06:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,14,NUCLEAR,3005,2026-07-06T05:30:00Z,2026-07-06T06:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,14,OCGT,0,2026-07-06T05:30:00Z,2026-07-06T06:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,14,OIL,0,2026-07-06T05:30:00Z,2026-07-06T06:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,14,OTHER,948,2026-07-06T05:30:00Z,2026-07-06T06:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,14,PS,-394,2026-07-06T05:30:00Z,2026-07-06T06:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,14,WIND,10444,2026-07-06T05:30:00Z,2026-07-06T06:00:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,13,BIOMASS,2021,2026-07-06T05:00:00Z,2026-07-06T05:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,13,CCGT,3246,2026-07-06T05:00:00Z,2026-07-06T05:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,13,COAL,0,2026-07-06T05:00:00Z,2026-07-06T05:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,13,INTELEC,962,2026-07-06T05:00:00Z,2026-07-06T05:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,13,INTEW,-274,2026-07-06T05:00:00Z,2026-07-06T05:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,13,INTFR,1940,2026-07-06T05:00:00Z,2026-07-06T05:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,13,INTGRNL,0,2026-07-06T05:00:00Z,2026-07-06T05:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,13,INTIFA2,840,2026-07-06T05:00:00Z,2026-07-06T05:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,13,INTIRL,-332,2026-07-06T05:00:00Z,2026-07-06T05:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,13,INTNED,-892,2026-07-06T05:00:00Z,2026-07-06T05:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,13,INTNEM,-940,2026-07-06T05:00:00Z,2026-07-06T05:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,13,INTNSL,854,2026-07-06T05:00:00Z,2026-07-06T05:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,13,INTVKL,-546,2026-07-06T05:00:00Z,2026-07-06T05:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,13,NPSHYD,317,2026-07-06T05:00:00Z,2026-07-06T05:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,13,NUCLEAR,3006,2026-07-06T05:00:00Z,2026-07-06T05:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,13,OCGT,0,2026-07-06T05:00:00Z,2026-07-06T05:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,13,OIL,0,2026-07-06T05:00:00Z,2026-07-06T05:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,13,OTHER,466,2026-07-06T05:00:00Z,2026-07-06T05:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,13,PS,-446,2026-07-06T05:00:00Z,2026-07-06T05:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,13,WIND,10273,2026-07-06T05:00:00Z,2026-07-06T05:30:00Z,2026-07-06,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,12,BIOMASS,2021,2026-07-06T04:30:00Z,2026-07-06T05:00:00Z,2026-07-05,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,12,CCGT,3658,2026-07-06T04:30:00Z,2026-07-06T05:00:00Z,2026-07-05,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,12,COAL,0,2026-07-06T04:30:00Z,2026-07-06T05:00:00Z,2026-07-05,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,12,INTELEC,728,2026-07-06T04:30:00Z,2026-07-06T05:00:00Z,2026-07-05,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,12,INTEW,-122,2026-07-06T04:30:00Z,2026-07-06T05:00:00Z,2026-07-05,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,12,INTFR,1242,2026-07-06T04:30:00Z,2026-07-06T05:00:00Z,2026-07-05,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,12,INTGRNL,0,2026-07-06T04:30:00Z,2026-07-06T05:00:00Z,2026-07-05,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,12,INTIFA2,304,2026-07-06T04:30:00Z,2026-07-06T05:00:00Z,2026-07-05,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,12,INTIRL,-328,2026-07-06T04:30:00Z,2026-07-06T05:00:00Z,2026-07-05,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,12,INTNED,-1032,2026-07-06T04:30:00Z,2026-07-06T05:00:00Z,2026-07-05,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,12,INTNEM,-1022,2026-07-06T04:30:00Z,2026-07-06T05:00:00Z,2026-07-05,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,12,INTNSL,480,2026-07-06T04:30:00Z,2026-07-06T05:00:00Z,2026-07-05,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,12,INTVKL,-1054,2026-07-06T04:30:00Z,2026-07-06T05:00:00Z,2026-07-05,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,12,NPSHYD,294,2026-07-06T04:30:00Z,2026-07-06T05:00:00Z,2026-07-05,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,12,NUCLEAR,3002,2026-07-06T04:30:00Z,2026-07-06T05:00:00Z,2026-07-05,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,12,OCGT,0,2026-07-06T04:30:00Z,2026-07-06T05:00:00Z,2026-07-05,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
2026-07-06,12,OIL,0,2026-07-06T04:30:00Z,2026-07-06T05:00:00Z,2026-07-05,2026-07-07T13:27:28.684449+00:00,2026-07-07T13:34:26.011025+00:00
